timestamp,source_type,host,src_ip,dst_ip,src_port,dst_port,protocol,event_id,event_type,details
2017-05-15T15:21:39Z,firewall,edge-fw,198.51.100.24,10.10.30.183,53140,135,TCP,,conn,conn_open from 198.51.100.24 to 10.10.30.183:135
2017-05-14T17:04:01Z,sysmon,host-ward29,10.10.30.242,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app24.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T22:27:06Z,firewall,edge-fw,198.51.100.40,10.10.38.221,33876,22,TCP,,conn,conn_open from 198.51.100.40 to 10.10.38.221:22
2017-05-12T15:59:49Z,firewall,edge-fw,198.51.100.62,10.10.18.206,60640,80,TCP,,conn,conn_open from 198.51.100.62 to 10.10.18.206:80
2017-05-13T11:30:43Z,firewall,edge-fw,198.51.100.16,10.10.47.8,37888,80,TCP,,conn,conn_open from 198.51.100.16 to 10.10.47.8:80
2017-05-12T13:29:33Z,firewall,edge-fw,198.51.100.29,10.10.31.117,18523,80,TCP,,conn,conn_open from 198.51.100.29 to 10.10.31.117:80
2017-05-13T22:46:29Z,firewall,edge-fw,198.51.100.74,10.10.6.214,62402,443,TCP,,conn,conn_open from 198.51.100.74 to 10.10.6.214:443
2017-05-12T10:02:37Z,firewall,edge-fw,198.51.100.42,10.10.30.68,48225,135,TCP,,conn,conn_open from 198.51.100.42 to 10.10.30.68:135
2017-05-14T19:21:34Z,sysmon,host-ward09,10.10.10.199,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user110\Documents\doc820.docx
2017-05-14T14:51:17Z,sysmon,host-ward23,10.10.24.27,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app41.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T16:04:39Z,firewall,edge-fw,198.51.100.133,10.10.22.62,54626,135,TCP,,conn,conn_open from 198.51.100.133 to 10.10.22.62:135
2017-05-12T00:53:11Z,firewall,edge-fw,198.51.100.36,10.10.26.232,21550,443,TCP,,conn,conn_open from 198.51.100.36 to 10.10.26.232:443
2017-05-12T18:15:31Z,sysmon,host-ward39,10.10.40.59,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app17.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T05:53:09Z,firewall,edge-fw,198.51.100.88,10.10.6.193,33660,80,TCP,,conn,conn_open from 198.51.100.88 to 10.10.6.193:80
2017-05-14T05:39:38Z,firewall,edge-fw,198.51.100.86,10.10.21.181,15593,80,TCP,,conn,conn_open from 198.51.100.86 to 10.10.21.181:80
2017-05-12T07:09:45Z,sysmon,host-ward43,10.10.44.45,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app2.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T04:35:45Z,firewall,edge-fw,198.51.100.127,10.10.1.148,58825,53,TCP,,conn,conn_open from 198.51.100.127 to 10.10.1.148:53
2017-05-15T06:24:12Z,sysmon,host-ward29,10.10.30.148,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app8.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T01:39:05Z,sysmon,backup-01,10.10.50.183,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_245.bak
2017-05-14T03:02:16Z,firewall,edge-fw,198.51.100.71,10.10.8.201,18267,22,TCP,,conn,conn_open from 198.51.100.71 to 10.10.8.201:22
2017-05-13T14:30:32Z,firewall,edge-fw,198.51.100.69,10.10.22.147,44064,22,TCP,,conn,conn_open from 198.51.100.69 to 10.10.22.147:443
2017-05-15T17:44:25Z,sysmon,host-ward69,10.10.20.144,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user17\Documents\doc915.docx
2017-05-13T19:37:22Z,sysmon,host-ward06,10.10.7.47,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app3.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T11:30:57Z,sysmon,host-ward08,10.10.9.59,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app36.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T16:18:10Z,sysmon,host-ward59,10.10.10.198,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user203\Desktop\note387.txt
2017-05-13T06:51:16Z,sysmon,host-ward22,10.10.23.114,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app7.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T09:34:56Z,windows,host-ward56,10.10.7.43,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user257 LogonType: 3
2017-05-12T02:19:43Z,firewall,edge-fw,198.51.100.145,10.10.46.55,23126,443,TCP,,conn,conn_open from 198.51.100.145 to 10.10.46.55:80
2017-05-15T12:14:30Z,firewall,edge-fw,198.51.100.29,10.10.24.110,52348,443,TCP,,conn,conn_open from 198.51.100.29 to 10.10.24.110:443
2017-05-12T16:33:20Z,firewall,edge-fw,198.51.100.4,10.10.8.214,37299,22,TCP,,conn,conn_open from 198.51.100.4 to 10.10.8.214:22
2017-05-14T08:30:12Z,firewall,edge-fw,198.51.100.14,10.10.36.8,57210,135,TCP,,conn,conn_open from 198.51.100.14 to 10.10.36.8:135
2017-05-12T12:21:55Z,firewall,edge-fw,198.51.100.36,10.10.49.190,58145,53,TCP,,conn,conn_open from 198.51.100.36 to 10.10.49.190:53
2017-05-14T13:08:47Z,firewall,edge-fw,198.51.100.118,10.10.16.158,50447,53,TCP,,conn,conn_open from 198.51.100.118 to 10.10.16.158:53
2017-05-15T10:16:00Z,sysmon,host-ward14,10.10.15.173,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app9.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T01:32:29Z,sysmon,host-ward02,10.10.3.130,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_149.bak
2017-05-12T16:31:22Z,sysmon,host-ward01,10.10.2.111,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user14\Documents\doc205.docx
2017-05-14T09:58:47Z,firewall,edge-fw,198.51.100.97,10.10.44.200,18945,443,TCP,,conn,conn_open from 198.51.100.97 to 10.10.44.200:443
2017-05-13T05:40:41Z,sysmon,host-ward08,10.10.9.186,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app44.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T11:04:52Z,firewall,edge-fw,198.51.100.128,10.10.23.113,42016,80,TCP,,conn,conn_open from 198.51.100.128 to 10.10.23.113:22
2017-05-15T16:06:56Z,sysmon,host-ward04,10.10.5.8,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user127\Documents\doc673.docx
2017-05-15T02:40:42Z,firewall,edge-fw,198.51.100.149,10.10.26.50,62476,22,TCP,,conn,conn_open from 198.51.100.149 to 10.10.26.50:22
2017-05-14T09:13:32Z,sysmon,host-ward14,10.10.15.151,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app44.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T00:50:04Z,firewall,edge-fw,203.0.113.45,10.10.4.47,6209,445,TCP,,conn,SYN from 203.0.113.45 to 10.10.4.47:445
2017-05-13T19:21:47Z,sysmon,host-ward72,10.10.23.61,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user375\Desktop\note314.txt
2017-05-14T13:07:36Z,sysmon,host-ward22,10.10.23.65,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user176\Desktop\note635.txt
2017-05-13T22:42:45Z,sysmon,host-ward07,10.10.8.46,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app9.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T11:58:23Z,firewall,edge-fw,198.51.100.59,10.10.34.105,33907,443,TCP,,conn,conn_open from 198.51.100.59 to 10.10.34.105:443
2017-05-15T08:26:11Z,firewall,edge-fw,198.51.100.79,10.10.7.185,17414,80,TCP,,conn,conn_open from 198.51.100.79 to 10.10.7.185:80
2017-05-12T19:49:55Z,sysmon,host-ward01,10.10.2.61,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app28.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T06:05:18Z,firewall,edge-fw,198.51.100.80,10.10.12.112,55935,135,TCP,,conn,conn_open from 198.51.100.80 to 10.10.12.112:135
2017-05-13T10:59:10Z,sysmon,host-ward47,10.10.48.125,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app4.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T17:57:28Z,firewall,edge-fw,198.51.100.78,10.10.42.227,42213,443,TCP,,conn,conn_open from 198.51.100.78 to 10.10.42.227:80
2017-05-13T22:36:13Z,sysmon,host-ward52,10.10.3.231,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app9.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T06:00:44Z,firewall,edge-fw,198.51.100.32,10.10.15.216,14781,22,TCP,,conn,conn_open from 198.51.100.32 to 10.10.15.216:443
2017-05-15T09:46:09Z,sysmon,host-ward40,10.10.41.178,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app9.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T10:40:23Z,firewall,edge-fw,198.51.100.50,10.10.21.197,9352,80,TCP,,conn,conn_open from 198.51.100.50 to 10.10.21.197:80
2017-05-12T18:30:28Z,sysmon,host-ward64,10.10.15.160,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app20.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T03:58:49Z,windows,host-ward08,10.10.9.128,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user144 LogonType: 7
2017-05-13T07:32:57Z,firewall,edge-fw,198.51.100.87,10.10.21.52,21530,443,TCP,,conn,conn_open from 198.51.100.87 to 10.10.21.52:443
2017-05-12T02:08:11Z,firewall,edge-fw,198.51.100.98,10.10.46.240,33938,22,TCP,,conn,conn_open from 198.51.100.98 to 10.10.46.240:22
2017-05-13T00:24:24Z,firewall,edge-fw,198.51.100.54,10.10.2.190,64809,443,TCP,,conn,conn_open from 198.51.100.54 to 10.10.2.190:443
2017-05-15T12:49:10Z,firewall,edge-fw,198.51.100.54,10.10.10.106,51218,22,TCP,,conn,conn_open from 198.51.100.54 to 10.10.10.106:80
2017-05-13T00:07:22Z,firewall,edge-fw,198.51.100.42,10.10.45.36,13157,22,TCP,,conn,conn_open from 198.51.100.42 to 10.10.45.36:22
2017-05-15T15:46:21Z,sysmon,host-ward58,10.10.9.175,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user54\Documents\doc745.docx
2017-05-15T12:40:11Z,firewall,edge-fw,198.51.100.85,10.10.23.155,5166,53,TCP,,conn,conn_open from 198.51.100.85 to 10.10.23.155:53
2017-05-12T09:41:40Z,windows,host-ward01,10.10.2.234,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user410 LogonType: 7
2017-05-13T20:36:31Z,firewall,edge-fw,198.51.100.103,10.10.10.62,9549,22,TCP,,conn,conn_open from 198.51.100.103 to 10.10.10.62:22
2017-05-14T14:11:54Z,sysmon,host-ward01,10.10.2.240,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user75\Documents\doc362.docx
2017-05-12T01:31:09Z,sysmon,host-ward02,10.10.3.213,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_69.bak
2017-05-12T19:42:36Z,firewall,edge-fw,198.51.100.24,10.10.11.2,7948,135,TCP,,conn,conn_open from 198.51.100.24 to 10.10.11.2:135
2017-05-12T20:58:02Z,firewall,edge-fw,198.51.100.88,10.10.3.132,39739,443,TCP,,conn,conn_open from 198.51.100.88 to 10.10.3.132:443
2017-05-13T12:40:40Z,firewall,edge-fw,198.51.100.81,10.10.11.10,62163,80,TCP,,conn,conn_open from 198.51.100.81 to 10.10.11.10:80
2017-05-15T21:15:30Z,firewall,edge-fw,198.51.100.40,10.10.21.248,18051,80,TCP,,conn,conn_open from 198.51.100.40 to 10.10.21.248:80
2017-05-13T22:31:43Z,firewall,edge-fw,198.51.100.21,10.10.45.59,35926,135,TCP,,conn,conn_open from 198.51.100.21 to 10.10.45.59:135
2017-05-13T13:18:11Z,windows,host-ward63,10.10.14.226,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user119 LogonType: 3
2017-05-13T02:27:11Z,firewall,edge-fw,198.51.100.105,10.10.6.34,10578,80,TCP,,conn,conn_open from 198.51.100.105 to 10.10.6.34:80
2017-05-15T23:10:21Z,sysmon,host-ward12,10.10.13.235,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user30\Documents\doc144.docx
2017-05-13T00:18:40Z,sysmon,host-ward59,10.10.10.234,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app29.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T18:16:09Z,firewall,edge-fw,198.51.100.95,10.10.10.86,49423,22,TCP,,conn,conn_open from 198.51.100.95 to 10.10.10.86:22
2017-05-15T21:20:35Z,firewall,edge-fw,198.51.100.89,10.10.9.232,34425,53,TCP,,conn,conn_open from 198.51.100.89 to 10.10.9.232:53
2017-05-12T17:48:10Z,windows,host-ward33,10.10.34.220,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user106 LogonType: 2
2017-05-14T13:05:20Z,firewall,edge-fw,198.51.100.105,10.10.45.71,52466,22,TCP,,conn,conn_open from 198.51.100.105 to 10.10.45.71:22
2017-05-14T21:04:44Z,firewall,edge-fw,198.51.100.128,10.10.9.137,8917,443,TCP,,conn,conn_open from 198.51.100.128 to 10.10.9.137:443
2017-05-12T23:03:58Z,firewall,edge-fw,198.51.100.105,10.10.19.233,21835,80,TCP,,conn,conn_open from 198.51.100.105 to 10.10.19.233:80
2017-05-15T03:21:08Z,windows,host-ward76,10.10.27.5,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user448 LogonType: 2
2017-05-15T11:56:42Z,firewall,edge-fw,198.51.100.80,10.10.23.68,1856,443,TCP,,conn,conn_open from 198.51.100.80 to 10.10.23.68:443
2017-05-13T17:08:21Z,firewall,edge-fw,198.51.100.99,10.10.20.145,37288,22,TCP,,conn,conn_open from 198.51.100.99 to 10.10.20.145:22
2017-05-14T19:02:35Z,firewall,edge-fw,198.51.100.68,10.10.45.167,2966,53,TCP,,conn,conn_open from 198.51.100.68 to 10.10.45.167:53
2017-05-15T09:49:11Z,firewall,edge-fw,198.51.100.147,10.10.42.31,2679,80,TCP,,conn,conn_open from 198.51.100.147 to 10.10.42.31:22
2017-05-12T01:58:07Z,sysmon,host-ward80,10.10.31.40,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app48.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T04:54:44Z,sysmon,host-ward10,10.10.11.23,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user338\Desktop\note540.txt
2017-05-13T11:03:41Z,sysmon,host-ward34,10.10.35.72,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app21.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T15:40:01Z,firewall,edge-fw,198.51.100.104,10.10.41.238,56605,80,TCP,,conn,conn_open from 198.51.100.104 to 10.10.41.238:80
2017-05-12T09:54:36Z,sysmon,host-ward61,10.10.12.158,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user149\Documents\doc837.docx
2017-05-15T15:45:42Z,firewall,edge-fw,198.51.100.112,10.10.12.158,10172,80,TCP,,conn,conn_open from 198.51.100.112 to 10.10.12.158:80
2017-05-13T20:59:38Z,sysmon,host-ward32,10.10.33.13,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user207\Desktop\note201.txt
2017-05-14T08:02:22Z,sysmon,host-ward50,10.10.1.139,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app16.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T08:19:21Z,firewall,edge-fw,198.51.100.110,10.10.11.224,12136,53,TCP,,conn,conn_open from 198.51.100.110 to 10.10.11.224:53
2017-05-14T20:44:47Z,firewall,edge-fw,198.51.100.146,10.10.24.232,20400,22,TCP,,conn,conn_open from 198.51.100.146 to 10.10.24.232:22
2017-05-15T03:31:25Z,sysmon,host-ward10,10.10.11.13,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app10.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T20:58:19Z,firewall,edge-fw,198.51.100.142,10.10.29.65,54044,80,TCP,,conn,conn_open from 198.51.100.142 to 10.10.29.65:80
2017-05-15T17:43:29Z,firewall,edge-fw,198.51.100.107,10.10.8.37,51432,443,TCP,,conn,conn_open from 198.51.100.107 to 10.10.8.37:443
2017-05-13T01:06:55Z,firewall,edge-fw,198.51.100.13,10.10.26.120,27214,22,TCP,,conn,conn_open from 198.51.100.13 to 10.10.26.120:22
2017-05-12T01:10:00Z,firewall,edge-fw,198.51.100.29,10.10.14.171,10228,443,TCP,,conn,conn_open from 198.51.100.29 to 10.10.14.171:443
2017-05-15T16:17:49Z,sysmon,host-ward37,10.10.38.40,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app22.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T12:26:46Z,firewall,edge-fw,198.51.100.33,10.10.5.36,42819,80,TCP,,conn,conn_open from 198.51.100.33 to 10.10.5.36:80
2017-05-13T02:39:41Z,firewall,edge-fw,198.51.100.69,10.10.21.22,22272,80,TCP,,conn,conn_open from 198.51.100.69 to 10.10.21.22:80
2017-05-12T02:10:24Z,sysmon,host-ward13,10.10.14.125,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app43.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T13:02:14Z,windows,host-ward69,10.10.20.14,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user153 LogonType: 7
2017-05-12T21:54:35Z,firewall,edge-fw,198.51.100.129,10.10.25.215,46335,443,TCP,,conn,conn_open from 198.51.100.129 to 10.10.25.215:443
2017-05-12T01:47:30Z,firewall,edge-fw,198.51.100.91,10.10.20.145,59587,135,TCP,,conn,conn_open from 198.51.100.91 to 10.10.20.145:135
2017-05-12T20:50:35Z,sysmon,host-ward10,10.10.11.64,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user98\Documents\doc436.docx
2017-05-13T19:29:04Z,firewall,edge-fw,198.51.100.81,10.10.37.46,55764,135,TCP,,conn,conn_open from 198.51.100.81 to 10.10.37.46:135
2017-05-13T10:50:21Z,sysmon,host-ward77,10.10.28.68,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user30\Documents\doc397.docx
2017-05-14T12:37:20Z,sysmon,host-ward15,10.10.16.193,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app35.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T22:06:04Z,windows,host-ward03,10.10.4.171,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user138 LogonType: 7
2017-05-13T00:38:14Z,firewall,edge-fw,198.51.100.113,10.10.16.55,63507,80,TCP,,conn,conn_open from 198.51.100.113 to 10.10.16.55:80
2017-05-14T16:09:55Z,firewall,edge-fw,198.51.100.64,10.10.16.75,13948,443,TCP,,conn,conn_open from 198.51.100.64 to 10.10.16.75:80
2017-05-14T05:22:00Z,sysmon,host-ward01,10.10.2.72,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user60\Documents\doc441.docx
2017-05-12T23:52:30Z,firewall,edge-fw,198.51.100.146,10.10.10.47,57312,80,TCP,,conn,conn_open from 198.51.100.146 to 10.10.10.47:80
2017-05-14T04:37:05Z,firewall,edge-fw,198.51.100.70,10.10.16.31,63999,445,TCP,,conn,SYN from 198.51.100.70 to 10.10.16.31:445
2017-05-14T16:11:49Z,sysmon,host-ward06,10.10.7.209,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app8.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T10:20:00Z,firewall,edge-fw,198.51.100.7,10.10.14.248,60770,80,TCP,,conn,conn_open from 198.51.100.7 to 10.10.14.248:22
2017-05-15T08:38:16Z,firewall,edge-fw,198.51.100.1,10.10.42.182,43412,443,TCP,,conn,conn_open from 198.51.100.1 to 10.10.42.182:443
2017-05-12T08:12:06Z,firewall,edge-fw,198.51.100.55,10.10.45.200,46626,80,TCP,,conn,conn_open from 198.51.100.55 to 10.10.45.200:80
2017-05-15T18:59:27Z,sysmon,host-ward72,10.10.23.167,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app19.exe ParentImage: C:\Windows\explorer.exe
2017-05-13T15:46:00Z,firewall,edge-fw,198.51.100.150,10.10.20.27,36685,22,TCP,,conn,conn_open from 198.51.100.150 to 10.10.20.27:22
2017-05-15T12:46:35Z,windows,host-ward12,10.10.13.125,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user266 LogonType: 7
2017-05-15T08:56:20Z,firewall,edge-fw,198.51.100.131,10.10.8.13,10713,443,TCP,,conn,conn_open from 198.51.100.131 to 10.10.8.13:443
2017-05-12T05:16:34Z,firewall,edge-fw,198.51.100.37,10.10.29.128,33042,443,TCP,,conn,conn_open from 198.51.100.37 to 10.10.29.128:443
2017-05-12T19:09:37Z,sysmon,host-ward01,10.10.2.74,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user49\Documents\doc43.docx
2017-05-12T05:10:58Z,firewall,edge-fw,198.51.100.49,10.10.8.185,48665,443,TCP,,conn,conn_open from 198.51.100.49 to 10.10.8.185:443
2017-05-14T06:06:04Z,firewall,edge-fw,198.51.100.82,10.10.9.70,22282,22,TCP,,conn,conn_open from 198.51.100.82 to 10.10.9.70:443
2017-05-14T06:58:33Z,firewall,edge-fw,198.51.100.112,10.10.11.104,55392,443,TCP,,conn,conn_open from 198.51.100.112 to 10.10.11.104:443
2017-05-12T02:14:06Z,firewall,edge-fw,104.17.39.137,10.10.4.247,63043,445,TCP,,conn,SYN from 104.17.39.137 to 10.10.4.247:445
2017-05-14T06:20:04Z,firewall,edge-fw,198.51.100.37,10.10.14.16,28471,22,TCP,,conn,conn_open from 198.51.100.37 to 10.10.14.16:22
2017-05-12T12:55:11Z,firewall,edge-fw,198.51.100.94,10.10.15.167,36090,443,TCP,,conn,conn_open from 198.51.100.94 to 10.10.15.167:443
2017-05-13T07:56:09Z,firewall,edge-fw,198.51.100.145,10.10.50.59,16746,445,TCP,,conn,SYN from 198.51.100.145 to 10.10.50.59:445
2017-05-12T01:37:48Z,sysmon,backup-01,10.10.11.181,0.0.0.0,0,0,TCP,11,file_create,Path: D:\Backups\backup_168.bak
2017-05-13T09:48:19Z,firewall,edge-fw,198.51.100.14,10.10.20.139,39787,443,TCP,,conn,conn_open from 198.51.100.14 to 10.10.20.139:443
2017-05-12T00:36:04Z,firewall,edge-fw,198.51.100.77,10.10.39.34,60503,443,TCP,,conn,conn_open from 198.51.100.77 to 10.10.39.34:22
2017-05-13T08:39:39Z,firewall,edge-fw,198.51.100.139,10.10.22.32,23276,80,TCP,,conn,conn_open from 198.51.100.139 to 10.10.22.32:80
2017-05-14T22:55:51Z,firewall,edge-fw,198.51.100.52,10.10.10.76,46776,22,TCP,,conn,conn_open from 198.51.100.52 to 10.10.10.76:22
2017-05-13T08:52:12Z,firewall,edge-fw,198.51.100.128,10.10.18.107,24047,443,TCP,,conn,conn_open from 198.51.100.128 to 10.10.18.107:443
2017-05-15T03:49:54Z,sysmon,host-ward15,10.10.16.145,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app1.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T05:35:01Z,sysmon,host-ward46,10.10.47.190,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user138\Documents\doc265.docx
2017-05-15T09:02:26Z,sysmon,host-ward01,10.10.2.52,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app28.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T19:08:03Z,firewall,edge-fw,198.51.100.114,10.10.22.34,11240,22,TCP,,conn,conn_open from 198.51.100.114 to 10.10.22.34:80
2017-05-12T12:28:50Z,sysmon,host-ward09,10.10.10.8,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app1.exe ParentImage: C:\Windows\explorer.exe
2017-05-12T16:37:54Z,windows,host-ward16,10.10.17.25,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user342 LogonType: 2
2017-05-13T19:45:00Z,sysmon,host-ward12,10.10.13.240,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app2.exe ParentImage: C:\Windows\explorer.exe
2017-05-14T02:41:49Z,firewall,edge-fw,198.51.100.83,10.10.41.200,63673,80,TCP,,conn,conn_open from 198.51.100.83 to 10.10.41.200:443
2017-05-13T16:48:00Z,sysmon,host-ward77,10.10.28.31,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user81\Documents\doc302.docx
2017-05-12T22:39:53Z,sysmon,host-ward69,10.10.20.133,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app43.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T06:14:50Z,sysmon,host-ward65,10.10.16.16,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user375\Desktop\note865.txt
2017-05-14T17:57:28Z,firewall,edge-fw,198.51.100.150,10.10.37.218,63034,22,TCP,,conn,conn_open from 198.51.100.150 to 10.10.37.218:22
2017-05-15T04:23:58Z,firewall,edge-fw,198.51.100.26,10.10.50.242,43733,80,TCP,,conn,conn_open from 198.51.100.26 to 10.10.50.242:80
2017-05-15T15:13:05Z,firewall,edge-fw,198.51.100.31,10.10.19.123,64306,443,TCP,,conn,conn_open from 198.51.100.31 to 10.10.19.123:443
2017-05-13T13:33:31Z,firewall,edge-fw,198.51.100.133,10.10.35.93,1331,80,TCP,,conn,conn_open from 198.51.100.133 to 10.10.35.93:443
2017-05-13T07:48:23Z,windows,host-ward68,10.10.19.152,0.0.0.0,0,0,,4624,logon,Account: DOMAIN\user254 LogonType: 2
2017-05-13T08:47:04Z,firewall,edge-fw,198.51.100.3,10.10.16.176,31769,22,TCP,,conn,conn_open from 198.51.100.3 to 10.10.16.176:22
2017-05-15T02:58:31Z,firewall,edge-fw,198.51.100.149,10.10.4.86,22048,443,TCP,,conn,conn_open from 198.51.100.149 to 10.10.4.86:22
2017-05-15T12:53:32Z,sysmon,host-ward28,10.10.29.150,0.0.0.0,0,0,TCP,1,process_create,Image: C:\Program Files\App\app6.exe ParentImage: C:\Windows\explorer.exe
2017-05-15T20:40:45Z,firewall,edge-fw,198.51.100.40,10.10.23.237,39169,22,TCP,,conn,conn_open from 198.51.100.40 to 10.10.23.237:22
2017-05-12T08:59:35Z,firewall,edge-fw,198.51.100.136,10.10.14.141,33562,53,TCP,,conn,conn_open from 198.51.100.136 to 10.10.14.141:53
2017-05-15T20:44:06Z,firewall,edge-fw,198.51.100.68,10.10.31.154,42003,53,TCP,,conn,conn_open from 198.51.100.68 to 10.10.31.154:53
2017-05-15T15:05:58Z,sysmon,host-ward58,10.10.9.218,0.0.0.0,0,0,TCP,11,file_create,Path: C:\Users\user60\Desktop\note467.txt
2017-05-13T15:08:44Z,firewall,edge-fw,198.51.100.32,10.10.5.242,27652,80,TCP,,conn,conn_open from 198.51.100.32 to 10.10.5.242:22
2017-05-14T22:45:51Z,firewall,edge-fw,198.51.100.47,10.10.12.212,57754,445,TCP,,conn,SYN from 198.51.100.47 to 10.10.12.212:445
2017-05-14T09:07:35Z,firewall,edge-fw,198.51.100.128,10.10.14.58,56394,443,TCP,,conn,conn_open from 198.51.100.128 to 10.10.14.58:443
